Smiles,blood potassium decreased,malaise,renal failure acute,acute kidney injury,rash papular,haematemesis,fatigue,cough,depression,restlessness,hypoglycaemia,hyperglycaemia,oedema,cyanosis,neonatal disorder,aggression,urinary tract infection,muscle rigidity,delirium,paralysis,chest discomfort,cerebral haemorrhage,hepatitis,vision blurred,rash,hypotonia neonatal,convulsion,aspartate aminotransferase increased,acidosis,thrombocytopenia,bronchospasm,myocardial infarction,psychomotor hyperactivity,respiratory depression,pericardial effusion,neonatal respiratory distress syndrome,body temperature increased,hypercalcaemia,eosinophilia,angioedema,screaming,multiple organ dysfunction syndrome,blood pressure decreased,rhinorrhoea,cardiac failure congestive,cognitive disorder,neutropenia,heart rate increased,arthralgia,asthma,hypertension,pulmonary haemorrhage,hepatotoxicity,hypoglycaemia neonatal,gamma-glutamyltransferase increased,depressed level of consciousness,movement disorder,influenza like illness,malignant neoplasm progression,visual impairment,ventricular fibrillation,mood altered,feeding disorder,bronchopulmonary dysplasia,cardiac arrest,dry skin,dizziness,deafness,syncope,bacterial infection,speech disorder,flatulence,metabolic acidosis,toxic epidermal necrolysis,deep vein thrombosis,bradycardia,alanine aminotransferase increased,cytomegalovirus infection,unresponsive to stimuli,haemoglobin decreased,urticaria,gastroenteritis,urinary retention,blood creatinine increased,neuropathy peripheral,dermatitis atopic,growth retardation,pleural effusion,blister,jaundice,anxiety,hallucination,brain oedema,back pain,pyrexia,otitis media,eye movement disorder,transaminases increased,drug hypersensitivity,haemolysis,haematoma,wheezing,clostridium difficile infection,ventricular septal defect,feeling hot,muscular weakness,shock,eczema,mydriasis,paraesthesia,erythema,hepatic enzyme increased,hyperthermia,acute myeloid leukaemia,disturbance in attention,haemoptysis,chills,hypokalaemia,pancreatitis,coma,febrile neutropenia,hypothermia,agitation,cardio-respiratory arrest,pneumonitis,blindness,decreased appetite,dyskinesia,haemorrhage,haemodynamic instability,heart rate decreased,muscle spasms,chest pain,gait disturbance,dystonia,upper respiratory tract infection,lip swelling,hepatomegaly,electrolyte imbalance,sleep disorder,tinnitus,lymphadenopathy,fluid retention,abdominal pain upper,apnoea,herpes zoster,haemolytic anaemia,lactic acidosis,somnolence,bronchiolitis,mucosal inflammation,retching,migraine,disorientation,myalgia,stomatitis,stevens-johnson syndrome,disease progression,discomfort,sepsis,sedation,epistaxis,ventricular tachycardia,fungal infection,abdominal discomfort,swelling,nervousness,enuresis,hypotonia,pseudomonas infection,abnormal behaviour,injection site pain,immunodeficiency,hypospadias,ear infection,septic shock,rash macular,weight increased,leukopenia,anaphylactic reaction,pancytopenia,diarrhoea,feeling abnormal,oxygen saturation decreased,rash generalised,anger,skin exfoliation,vomiting,skin discolouration,aspiration,electrocardiogram qt prolonged,suicidal ideation,drug intolerance,pharyngitis,blood lactate dehydrogenase increased,viral infection,productive cough,cardiac disorder,withdrawal syndrome,infection,gastritis,liver disorder,confusional state,tachypnoea,intestinal perforation,death,atelectasis,pulmonary oedema,intestinal obstruction,jaundice neonatal,splenomegaly,cholestasis,talipes,white blood cell count increased,tremor,dyspnoea,general physical health deterioration,anaphylactic shock,circulatory collapse,blood creatine phosphokinase increased,suicide attempt,inflammation,cystitis haemorrhagic,generalised tonic-clonic seizure,pulmonary embolism,posterior reversible encephalopathy syndrome,respiratory disorder neonatal,hypoxia,hypocalcaemia,hypothyroidism
C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,,,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,,0.0,,0.0,,0.0,1.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,0.0,,,,,,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,1.0,1.0,,,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,,,1.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,,,,,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,,,,,
C1C[C@H](N(C1)C(=O)[C@@H]2CSSCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(=O)N,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,,,0.0,,1.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,0.0
CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34,,0.0,,,,,1.0,0.0,0.0,,,,,1.0,,,0.0,,,,,,1.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,1.0,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,0.0,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,0.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,0.0,0.0,,0.0,0.0,,,1.0,,,,0.0,,,,,0.0,,,1.0,,,,,0.0
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@]35C)O,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)CO)C)O)F)C,,,,,,,0.0,0.0,,,,,1.0,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,1.0,0.0,,,,1.0,,,,,0.0,,,,,,,,1.0,,,0.0,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,0.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,,,,,,,,,1.0,,,0.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,,,,,1.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,0.0,,,,0.0,,,1.0,,,,,,,,1.0,,0.0,,,,1.0,1.0,,,,,,0.0,,,,,,,0.0,,,,0.0,,,,,0.0,,,,,,1.0,,,,,,0.0,,,
CC1=C(C(=CC=C1)CC2=CN=CN2)C,,,,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,1.0,1.0,,,,1.0,,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,1.0,,1.0,1.0,0.0,,0.0,1.0,0.0,,0.0,0.0,1.0,,,0.0,,1.0,,1.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,1.0,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,1.0,1.0,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,,1.0,,1.0,1.0,0.0
[2H]C([2H])([2H])OC1=C(C=C2[C@H]3CC(=O)[C@@H](CN3CCC2=C1)CC(C)C)OC([2H])([2H])[2H],,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)F)C,,,0.0,0.0,,,,,,,0.0,,,,,,,,,1.0,,,,,0.0,,,,,0.0,,,,1.0,,,,,,,,,,,,,1.0,0.0,,1.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,0.0,,,,0.0,1.0,,,,,1.0,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,0.0,,,,1.0,,,0.0,,1.0,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,1.0,,,0.0,1.0,,0.0,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,,,0.0,,,,,,,,1.0,,
CN(C)CC[C@@H](C1=CC=C(C=C1)Br)C2=CC=CC=N2,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)CC[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2,,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,0.0,0.0,0.0,,,,1.0,,0.0,,1.0,,0.0,1.0,,1.0,1.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,,,1.0,,0.0,0.0,1.0,,,,1.0,0.0,,1.0,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,0.0,,,,,,,,,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,,1.0,,,0.0,0.0,1.0,,,0.0,1.0,0.0,,,,1.0,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,,0.0,,,1.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,1.0,0.0,1.0,0.0,,0.0,,0.0,0.0,,0.0,,
CN(C)CC[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,,1.0,,0.0,0.0,,0.0,1.0,,0.0,0.0,,,1.0,0.0,0.0,0.0,,,,0.0,,0.0,,1.0,,0.0,1.0,,1.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,,,1.0,,0.0,0.0,1.0,,,,1.0,,,0.0,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,,1.0,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,0.0,,1.0,,,1.0,0.0,1.0,,,0.0,1.0,0.0,,,,1.0,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,,,1.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,,0.0,,,0.0,,0.0,,
C[C@@H](C1=CC=C(C=C1)CC(C)C)C(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
CC1=C(C=CN=C1C[S@@](=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,,0.0,,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
CC1=C(C(=CC=C1)[C@H](C)C2=CN=CN2)C,,,,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,1.0,1.0,,,,1.0,,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,1.0,,1.0,1.0,0.0,,0.0,1.0,0.0,,0.0,0.0,1.0,,,0.0,,1.0,,1.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,1.0,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,1.0,1.0,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,,1.0,,1.0,1.0,0.0
COC(=O)[C@@H]([C@H]1CCCCN1)C2=CC=CC=C2,,1.0,,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,,0.0,,,0.0,,,1.0,0.0,,,0.0,,,,,1.0,,0.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,,,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,1.0,,,0.0,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.0,,0.0,,1.0,0.0,,,,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,,,1.0,0.0,,,0.0,0.0,0.0,1.0,,0.0,,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,,0.0,0.0,,1.0,0.0,,,0.0,,,,,0.0,,,,,,0.0,1.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,0.0,,
CC(C)(CO)[C@H](C(=O)NCCCO)O,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,0.0,,,1.0,,,0.0,1.0,0.0,,,,0.0,,,,,,,,,0.0,,,,0.0,,0.0,,,0.0,,1.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,,,0.0,,,0.0,0.0,,0.0,,0.0,,,,,0.0,,,,0.0,,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,0.0,,,,,,0.0,0.0,,1.0,,,,,,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,1.0,,,0.0,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,
C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,,,,0.0,0.0,,,0.0,,,,1.0,,1.0,0.0,,1.0,,0.0,,0.0,1.0,1.0,,0.0,0.0,,,0.0,,,,,,1.0,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,1.0,0.0,,,,0.0,,,0.0,,,,,0.0,,1.0,,,,1.0,0.0,,,1.0,,0.0,0.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,1.0,,1.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,,,0.0,,0.0,,,1.0,0.0,,,1.0,,,,,0.0,,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,,,,,,,,,,,1.0,,,0.0,0.0,1.0,0.0,,,,,,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,1.0,,,0.0,,,,0.0,,0.0,0.0,
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)O)O)O)O)O)O)O)O)O)O)O,,,,,0.0,,0.0,0.0,0.0,,,,1.0,,,,,,,,0.0,,,1.0,0.0,,0.0,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,1.0,,,0.0,0.0,,,,0.0,,,0.0,,,1.0,,1.0,,,1.0,0.0,,,,,,,,1.0,,0.0,,,0.0,,,,,,,0.0,1.0,1.0,,,,0.0,,,,,,,1.0,,,,,0.0,,,,,0.0,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,0.0,,
